text,label,entities
"In whole-cell voltage-clamp recordings from principal neurons of the rat basolateral amygdala, << topiramate >> at low concentrations (IC50, approximately 0.5 microm) selectively inhibited pharmacologically isolated excitatory synaptic currents mediated by [[ kainate receptors ]] containing the GluR5 subunit.",INDIRECT-DOWNREGULATOR,"['topiramate', 'kainate receptors']"
"In whole-cell voltage-clamp recordings from principal neurons of the rat basolateral amygdala, << topiramate >> at low concentrations (IC50, approximately 0.5 microm) selectively inhibited pharmacologically isolated excitatory synaptic currents mediated by kainate receptors containing the [[ GluR5 ]] subunit.",INDIRECT-DOWNREGULATOR,"['topiramate', 'GluR5']"
"<< Topiramate >> also partially depressed predominantly [[ AMPA-receptor ]]-mediated EPSCs, but with lower efficacy.",INDIRECT-DOWNREGULATOR,"['Topiramate', 'AMPA-receptor']"
Inhibition of << GluR5 >> kainate receptors could represent a key mechanism underlying the anticonvulsant activity of [[ topiramate ]].,INHIBITOR,"['GluR5', 'topiramate']"
Inhibition of GluR5 << kainate receptors >> could represent a key mechanism underlying the anticonvulsant activity of [[ topiramate ]].,INHIBITOR,"['kainate receptors', 'topiramate']"
Density functional theory calculations using the hybrid functional B3LYP have been performed to study the << methyl >> transfer step in [[ glycine N-methyltransferase ]] (GNMT).,SUBSTRATE,"['methyl', 'glycine N-methyltransferase']"
Density functional theory calculations using the hybrid functional B3LYP have been performed to study the << methyl >> transfer step in glycine N-methyltransferase ([[ GNMT ]]).,SUBSTRATE,"['methyl', 'GNMT']"
The starting point for the calculations is the recent X-ray crystal structure of << GNMT >> complexed with [[ SAM ]] and acetate.,SUBSTRATE,"['GNMT', 'SAM']"
"<< Dasatinib >> (BMS-354825) inhibits [[ KIT ]]D816V, an imatinib-resistant activating mutation that triggers neoplastic growth in most patients with systemic mastocytosis.",INHIBITOR,"['Dasatinib', 'KIT']"
"<< Dasatinib >> (BMS-354825) inhibits KIT[[ D816V ]], an imatinib-resistant activating mutation that triggers neoplastic growth in most patients with systemic mastocytosis.",INHIBITOR,"['Dasatinib', 'D816V']"
"Dasatinib (<< BMS-354825 >>) inhibits KIT[[ D816V ]], an imatinib-resistant activating mutation that triggers neoplastic growth in most patients with systemic mastocytosis.",INHIBITOR,"['BMS-354825', 'D816V']"
<< Dasatinib >> (BMS-354825) is a novel orally bioavailable [[ SRC ]]/ABL inhibitor that has activity against multiple imatinib-resistant BCR-ABL isoforms in vitro that is presently showing considerable promise in early-phase clinical trials of chronic myeloid leukemia (CML).,INHIBITOR,"['Dasatinib', 'SRC']"
<< Dasatinib >> (BMS-354825) is a novel orally bioavailable SRC/[[ ABL ]] inhibitor that has activity against multiple imatinib-resistant BCR-ABL isoforms in vitro that is presently showing considerable promise in early-phase clinical trials of chronic myeloid leukemia (CML).,INHIBITOR,"['Dasatinib', 'ABL']"
Dasatinib (<< BMS-354825 >>) is a novel orally bioavailable [[ SRC ]]/ABL inhibitor that has activity against multiple imatinib-resistant BCR-ABL isoforms in vitro that is presently showing considerable promise in early-phase clinical trials of chronic myeloid leukemia (CML).,INHIBITOR,"['BMS-354825', 'SRC']"
Dasatinib (<< BMS-354825 >>) is a novel orally bioavailable SRC/[[ ABL ]] inhibitor that has activity against multiple imatinib-resistant BCR-ABL isoforms in vitro that is presently showing considerable promise in early-phase clinical trials of chronic myeloid leukemia (CML).,INHIBITOR,"['BMS-354825', 'ABL']"
"In this study, we demonstrate significant inhibitory activity of << dasatinib >> against both wild-type [[ KIT ]] and the KITD816V mutation in the nanomolar range in in vitro and cell-based kinase assays.",INHIBITOR,"['dasatinib', 'KIT']"
"In this study, we demonstrate significant inhibitory activity of << dasatinib >> against both wild-type KIT and the [[ KIT ]]D816V mutation in the nanomolar range in in vitro and cell-based kinase assays.",INHIBITOR,"['dasatinib', 'KIT']"
"In this study, we demonstrate significant inhibitory activity of << dasatinib >> against both wild-type KIT and the KIT[[ D816V ]] mutation in the nanomolar range in in vitro and cell-based kinase assays.",INHIBITOR,"['dasatinib', 'D816V']"
"Additionally, << dasatinib >> leads to growth inhibition of a [[ KIT ]]D816V-harboring human masto-cytosis cell line.",INHIBITOR,"['dasatinib', 'KIT']"
"Additionally, << dasatinib >> leads to growth inhibition of a KIT[[ D816V ]]-harboring human masto-cytosis cell line.",INHIBITOR,"['dasatinib', 'D816V']"
Dopamine D(2) receptor-induced << COX-2 >>-mediated production of [[ prostaglandin E(2) ]] in D(2)-transfected Chinese hamster ovary cells without simultaneous administration of a Ca(2+)-mobilizing agent.,SUBSTRATE,"['COX-2', 'prostaglandin E(2)']"
"The effect was counteracted by the << D(2) >> antagonist [[ eticlopride ]], pertussis toxin, the inhibitor of intracellular Ca(2+) release TMB-8, incubation in Ca(2+)-free experimental medium, and PKC desensitization obtained by chronic pretreatment with the phorbol ester TPA.",ANTAGONIST,"['D(2)', 'eticlopride']"
"It was also antagonized by the non-specific << cyclooxygenase >> (COX) inhibitor, [[ indomethacin ]], and by the selective COX-2 inhibitor, NS-398, but not by the specific COX-1 inhibitor, valeryl salicylate.",INHIBITOR,"['cyclooxygenase', 'indomethacin']"
"It was also antagonized by the non-specific cyclooxygenase (<< COX >>) inhibitor, [[ indomethacin ]], and by the selective COX-2 inhibitor, NS-398, but not by the specific COX-1 inhibitor, valeryl salicylate.",INHIBITOR,"['COX', 'indomethacin']"
"It was also antagonized by the non-specific cyclooxygenase (COX) inhibitor, indomethacin, and by the selective << COX-2 >> inhibitor, [[ NS-398 ]], but not by the specific COX-1 inhibitor, valeryl salicylate.",INHIBITOR,"['COX-2', 'NS-398']"
"It was also antagonized by the non-specific cyclooxygenase (COX) inhibitor, indomethacin, and by the selective COX-2 inhibitor, NS-398, but not by the specific << COX-1 >> inhibitor, [[ valeryl salicylate ]].",INHIBITOR,"['COX-1', 'valeryl salicylate']"
"Both the non-specific << phospholipase A(2) >> inhibitor, [[ quinacrine ]], and an inhibitor of cPLA(2) and iPLA(2), AACOF3, counteracted the effect; in contrast, a selective iPLA(2) inhibitor, BEL, and a selective sPLA(2) inhibitor, TAPC, were ineffective.",INHIBITOR,"['phospholipase A(2)', 'quinacrine']"
"The results reinforce previous assumptions that << dopamine >> may interact with eicosanoid metabolism by means of [[ D(2) receptor ]] activation, and implicate an involvement of cPLA(2) and COX-2 in this effect.",ACTIVATOR,"['dopamine', 'D(2) receptor']"
A high throughput assay for the glucuronidation of << 7-hydroxy-4-trifluoromethylcoumarin >> by recombinant [[ human UDP-glucuronosyltransferases ]] and liver microsomes.,SUBSTRATE,"['7-hydroxy-4-trifluoromethylcoumarin', 'human UDP-glucuronosyltransferases']"
2.  We have developed a convenient quantitative multi-well plate assay to measure the glucuronidation rate of << 7-hydroxy-4-trifluoromethylcoumarin >> (HFC) for several [[ UGTs ]].,SUBSTRATE,"['7-hydroxy-4-trifluoromethylcoumarin', 'UGTs']"
2.  We have developed a convenient quantitative multi-well plate assay to measure the glucuronidation rate of 7-hydroxy-4-trifluoromethylcoumarin (<< HFC >>) for several [[ UGTs ]].,SUBSTRATE,"['HFC', 'UGTs']"
3.  We have used this method to screen 11 recombinant << human UGTs >> for [[ HFC ]] glucuronidation activity and studied the reaction kinetics with the most active enzymes.,SUBSTRATE,"['human UGTs', 'HFC']"
"4.  At a substrate concentration of 20 µM, the most active << HFC >> glucuronidation catalysts were [[ UGT1A10 ]] followed by UGT1A6 >UGT1A7 >UGT2A1, whereas at 300 µM UGT1A6 was about 10 times better catalyst than the other recombinant UGTs.",SUBSTRATE,"['HFC', 'UGT1A10']"
"4.  At a substrate concentration of 20 µM, the most active << HFC >> glucuronidation catalysts were UGT1A10 followed by [[ UGT1A6 ]] >UGT1A7 >UGT2A1, whereas at 300 µM UGT1A6 was about 10 times better catalyst than the other recombinant UGTs.",SUBSTRATE,"['HFC', 'UGT1A6']"
"4.  At a substrate concentration of 20 µM, the most active << HFC >> glucuronidation catalysts were UGT1A10 followed by UGT1A6 >[[ UGT1A7 ]] >UGT2A1, whereas at 300 µM UGT1A6 was about 10 times better catalyst than the other recombinant UGTs.",SUBSTRATE,"['HFC', 'UGT1A7']"
"4.  At a substrate concentration of 20 µM, the most active << HFC >> glucuronidation catalysts were UGT1A10 followed by UGT1A6 >UGT1A7 >[[ UGT2A1 ]], whereas at 300 µM UGT1A6 was about 10 times better catalyst than the other recombinant UGTs.",SUBSTRATE,"['HFC', 'UGT2A1']"
"4.  At a substrate concentration of 20 µM, the most active << HFC >> glucuronidation catalysts were UGT1A10 followed by UGT1A6 >UGT1A7 >UGT2A1, whereas at 300 µM [[ UGT1A6 ]] was about 10 times better catalyst than the other recombinant UGTs.",SUBSTRATE,"['HFC', 'UGT1A6']"
"4.  At a substrate concentration of 20 µM, the most active << HFC >> glucuronidation catalysts were UGT1A10 followed by UGT1A6 >UGT1A7 >UGT2A1, whereas at 300 µM UGT1A6 was about 10 times better catalyst than the other recombinant [[ UGTs ]].",SUBSTRATE,"['HFC', 'UGTs']"
UGT1A6 exhibited a significantly higher Vmax and Km values toward both << HFC >> and UDP-glucuronic acid than the other [[ UGTs ]].,SUBSTRATE,"['HFC', 'UGTs']"
<< UGT1A6 >> exhibited a significantly higher Vmax and Km values toward both [[ HFC ]] and UDP-glucuronic acid than the other UGTs.,SUBSTRATE,"['UGT1A6', 'HFC']"
UGT1A6 exhibited a significantly higher Vmax and Km values toward both HFC and << UDP >>-glucuronic acid than the other [[ UGTs ]].,SUBSTRATE,"['UDP', 'UGTs']"
<< UGT1A6 >> exhibited a significantly higher Vmax and Km values toward both HFC and [[ UDP ]]-glucuronic acid than the other UGTs.,SUBSTRATE,"['UGT1A6', 'UDP']"
UGT1A6 exhibited a significantly higher Vmax and Km values toward both HFC and UDP-<< glucuronic acid >> than the other [[ UGTs ]].,SUBSTRATE,"['glucuronic acid', 'UGTs']"
<< UGT1A6 >> exhibited a significantly higher Vmax and Km values toward both HFC and UDP-[[ glucuronic acid ]] than the other UGTs.,SUBSTRATE,"['UGT1A6', 'glucuronic acid']"
This inhibition was blocked when mice were pretreated with the selective << H3R >> agonist [[ R-(alpha)-methyl-histamine ]] (10 mg/kg).,AGONIST,"['H3R', 'R-(alpha)-methyl-histamine']"
"The 5-HT(1/2/5/7)-receptor antagonist methysergide and the 5-HT(2A/2B/2C)-receptor antagonist LY 53857 enhanced clomipramine-induced hyperglycemia, while the << 5-HT(1A/1B)-receptor >> antagonist [[ (-)-propranolol ]] and the 5-HT(3/4)-receptor antagonist tropisetron did not affect it.",ANTAGONIST,"['5-HT(1A/1B)-receptor', '(-)-propranolol']"
"The 5-HT(1/2/5/7)-receptor antagonist methysergide and the 5-HT(2A/2B/2C)-receptor antagonist LY 53857 enhanced clomipramine-induced hyperglycemia, while the 5-HT(1A/1B)-receptor antagonist (-)-propranolol and the << 5-HT(3/4)-receptor >> antagonist [[ tropisetron ]] did not affect it.",ANTAGONIST,"['5-HT(3/4)-receptor', 'tropisetron']"
"The 5-HT(1/2/5/7)-receptor antagonist methysergide and the << 5-HT(2A/2B/2C)-receptor >> antagonist [[ LY 53857 ]] enhanced clomipramine-induced hyperglycemia, while the 5-HT(1A/1B)-receptor antagonist (-)-propranolol and the 5-HT(3/4)-receptor antagonist tropisetron did not affect it.",ANTAGONIST,"['5-HT(2A/2B/2C)-receptor', 'LY 53857']"
"The << 5-HT(2B/2C)-receptor >> antagonist [[ SB 206553 ]] facilitated hyperglycemia induced by clomipramine, although the 5-HT(2A)-receptor antagonist ketanserin was without effect.",ANTAGONIST,"['5-HT(2B/2C)-receptor', 'SB 206553']"
"The 5-HT(2B/2C)-receptor antagonist SB 206553 facilitated hyperglycemia induced by clomipramine, although the << 5-HT(2A) >>-receptor antagonist [[ ketanserin ]] was without effect.",ANTAGONIST,"['5-HT(2A)', 'ketanserin']"
"These results suggest that << clomipramine >> induces hyperglycemia in mice by blocking the [[ 5-HT(2B ) ]]and/or 5-HT(2C) receptors, which results in facilitation of adrenaline release.",INHIBITOR,"['clomipramine', '5-HT(2B )']"
"These results suggest that << clomipramine >> induces hyperglycemia in mice by blocking the 5-HT(2B )and/or [[ 5-HT(2C) ]] receptors, which results in facilitation of adrenaline release.",INHIBITOR,"['clomipramine', '5-HT(2C)']"
"<< Phosphatidylserine >> (PtdSer) is made in mammalian cells by two [[ PtdSer synthases ]], PSS1 and PSS2.",PRODUCT-OF,"['Phosphatidylserine', 'PtdSer synthases']"
"<< Phosphatidylserine >> (PtdSer) is made in mammalian cells by two PtdSer synthases, [[ PSS1 ]] and PSS2.",PRODUCT-OF,"['Phosphatidylserine', 'PSS1']"
"<< Phosphatidylserine >> (PtdSer) is made in mammalian cells by two PtdSer synthases, PSS1 and [[ PSS2 ]].",PRODUCT-OF,"['Phosphatidylserine', 'PSS2']"
"Moreover, a normal level of expression of << PSS1 >> and/or PSS2 is not required for generating the pool of [[ PtdSer ]] externalized during apoptosis.",PRODUCT-OF,"['PSS1', 'PtdSer']"
"Moreover, a normal level of expression of PSS1 and/or << PSS2 >> is not required for generating the pool of [[ PtdSer ]] externalized during apoptosis.",PRODUCT-OF,"['PSS2', 'PtdSer']"
"<< PKC >> isoforms did show different sensitivity and selectivity for down-regulation by [[ I3A ]] and phorbol 12-myristate 13-acetate (PMA) in WEHI-231, HOP-92, and Colo-205 cells.",DOWNREGULATOR,"['PKC', 'I3A']"
"<< PKC >> isoforms did show different sensitivity and selectivity for down-regulation by I3A and [[ phorbol 12-myristate 13-acetate ]] (PMA) in WEHI-231, HOP-92, and Colo-205 cells.",DOWNREGULATOR,"['PKC', 'phorbol 12-myristate 13-acetate']"
"<< PKC >> isoforms did show different sensitivity and selectivity for down-regulation by I3A and phorbol 12-myristate 13-acetate ([[ PMA ]]) in WEHI-231, HOP-92, and Colo-205 cells.",DOWNREGULATOR,"['PKC', 'PMA']"
<< I3A >> induced a higher level of secretion of the inflammatory cytokine [[ interleukin 6 ]] compared with PMA in the WEHI-231 cells and displayed a marked biphasic dose-response curve for the induction.,INDIRECT-UPREGULATOR,"['I3A', 'interleukin 6']"
<< I3A >> induced a higher level of secretion of the inflammatory [[ cytokine ]] interleukin 6 compared with PMA in the WEHI-231 cells and displayed a marked biphasic dose-response curve for the induction.,INDIRECT-UPREGULATOR,"['I3A', 'cytokine']"
I3A induced a higher level of secretion of the inflammatory cytokine << interleukin 6 >> compared with [[ PMA ]] in the WEHI-231 cells and displayed a marked biphasic dose-response curve for the induction.,INDIRECT-UPREGULATOR,"['interleukin 6', 'PMA']"
I3A induced a higher level of secretion of the inflammatory << cytokine >> interleukin 6 compared with [[ PMA ]] in the WEHI-231 cells and displayed a marked biphasic dose-response curve for the induction.,INDIRECT-UPREGULATOR,"['cytokine', 'PMA']"
The in vitro kinase activity of << PKC-alpha >> induced by [[ I3A ]] was lower than that induced by PMA.,ACTIVATOR,"['PKC-alpha', 'I3A']"
The in vitro kinase activity of << PKC-alpha >> induced by I3A was lower than that induced by [[ PMA ]].,ACTIVATOR,"['PKC-alpha', 'PMA']"
"<< Type I deiodinase >>, liver fatty-acid binding protein and cytochrome P450 (CYP) 3A37 mRNA levels were significantly induced by [[ TCPP ]], while TDCPP induced CYP3A37 and CYP2H1.",INDIRECT-UPREGULATOR,"['Type I deiodinase', 'TCPP']"
"Type I deiodinase, << liver fatty-acid binding protein >> and cytochrome P450 (CYP) 3A37 mRNA levels were significantly induced by [[ TCPP ]], while TDCPP induced CYP3A37 and CYP2H1.",INDIRECT-UPREGULATOR,"['liver fatty-acid binding protein', 'TCPP']"
"Type I deiodinase, liver fatty-acid binding protein and << cytochrome P450 (CYP) 3A37 >> mRNA levels were significantly induced by [[ TCPP ]], while TDCPP induced CYP3A37 and CYP2H1.",INDIRECT-UPREGULATOR,"['cytochrome P450 (CYP) 3A37', 'TCPP']"
"Type I deiodinase, liver fatty-acid binding protein and cytochrome P450 (CYP) 3A37 mRNA levels were significantly induced by TCPP, while << TDCPP >> induced [[ CYP3A37 ]] and CYP2H1.",INDIRECT-UPREGULATOR,"['TDCPP', 'CYP3A37']"
